"masterid","stationid","latitude","longitude","huc","county","smcshed","smc_lu","probabilistic","objectid","sampleid","sampledate","samplemonth","sampleday","sampleyear","collectionmethodcode","fieldreplicate","databasecode","count","number_of_mmi_iterations","number_of_oe_iterations","pcnt_ambiguous_individuals","pcnt_ambiguous_taxa","e","mean_o","oovere","oovere_percentile","mmi","mmi_percentile","csci","csci_percentile","scoredate","scorenotes","cleaned","rand","processed_by","record_origin","origin_lastupdatedate","record_publish","globalid","created_user","created_date","last_edited_user","last_edited_date","login_email","login_agency","login_owner","login_year","login_project","Year","MasterYear"
"SMC18545","SMC18545",34.48452,-119.30834,402,"Ventura","Ventura","Open","true",6206,"SMC18545_06252013_BMI_RWB_1",2013-06-25 00:00:00,6,25,2013,"BMI_RWB",1,NA,607,20,20,5.43657331,5.66037736,8.23288122,9,1.09317744,0.69,0.57993177,0.01,0.8365546,0.15,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"SMC18545_2013"
"SMC19809","SMC19809",34.50141,-119.3531,402,"Ventura","Ventura","Open","true",6213,"SMC19809_06252013_BMI_RWB_1",2013-06-25 00:00:00,6,25,2013,"BMI_RWB",1,NA,600,20,20,4.83333333,5.35714286,9.071295,11.75,1.29529466,0.94,0.71806876,0.06,1.00668171,0.52,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"SMC19809_2013"
"404M07365","404M07365",34.04241,-118.51361,404,"Los Angeles","Santa Monica Bay","Urban","true",2046,"404M07365_06272018_BMI_RWB_1",2018-06-27 00:00:00,6,27,2018,"BMI_RWB",1,NA,607,20,20,2.1416804,9.75609756,7.52252729,6.85,0.91059822,0.32,0.49828862,0,0.70444342,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"404M07365_2018"
"907S05514","907S05514",32.97974,-116.74246,907,"San Diego","Mission Bay and San Diego River","Open","true",5344,"907S05514_05182011_BMI_RWB_1",2011-05-18 00:00:00,5,18,2011,"BMI_RWB",1,NA,592,20,20,0.84459459,6.81818182,6.35064466,7.9,1.2439682,0.9,1.07426841,0.66,1.15911831,0.84,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"907S05514_2011"
"907S05514","907S05514",32.97974,-116.74246,907,"San Diego","Mission Bay and San Diego River","Open","true",5345,"907S05514_05182011_BMI_RWB_2",2011-05-18 00:00:00,5,18,2011,"BMI_RWB",2,NA,594,20,20,0.67340067,7.5,6.35064466,6.55,1.03139135,0.57,1.17946334,0.84,1.10542735,0.74,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,"907S05514_2011"
"911M24916","911M24916",32.54938,-116.99128,911,"San Diego","Southern San Diego","Open","true",5520,"911M24916_04232015_BMI_RWB_1",2015-04-23 00:00:00,4,23,2015,"BMI_RWB",1,NA,601,20,20,0.6655574,16.66666667,7.08589366,5,0.7056273,0.06,0.39437614,0,0.55000172,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"911M24916_2015"
"SMC05956","SMC05956",34.22875,-118.97109,408,"Ventura","Calleguas","Urban","true",6093,"SMC05956_06192012_BMI_RWB_1",2012-06-19 00:00:00,6,19,2012,"BMI_RWB",1,NA,591,20,20,0.50761421,2.63157895,7.77012859,5.9,0.75931819,0.1,0.62717829,0.02,0.69324824,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"SMC05956_2012"
"SMC08660","SMC08660",34.28495,-118.86938,408,"Ventura","Calleguas","Urban","true",6139,"SMC08660_06062013_BMI_RWB_1",2013-06-06 00:00:00,6,6,2013,"BMI_RWB",1,NA,599,20,20,0,0,7.81623772,5,0.63969395,0.03,0.52339541,0,0.58154468,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"SMC08660_2013"
"407CE0092","407CE0092",34.27931,-119.22089,407,"Ventura","Santa Clara","Urban","true",2174,"407CE0092_04272004_BMI_RWB_1",2004-04-27 00:00:00,4,27,2004,"BMI_RWB",1,NA,525,20,20,0,0,9.48965866,3.7,0.38989811,0,0.25195626,0,0.32092719,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,"407CE0092_2004"
"407CE0092","407CE0092",34.27931,-119.22089,407,"Ventura","Santa Clara","Urban","true",2175,"407CE0092_04272004_BMI_TRC_1",2004-04-27 00:00:00,4,27,2004,"BMI_TRC",1,NA,487,1,20,0,0,9.48965866,4.9,0.51635155,0.01,0.5507769,0.01,0.53356423,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,"407CE0092_2004"
"911S03354","911S03354",32.79112,-116.61677,911,"San Diego","Southern San Diego","Open","true",5572,"911S03354_05052009_BMI_RWB_1",2009-05-05 00:00:00,5,5,2009,"BMI_RWB",1,NA,413,1,20,0.72639225,4.76190476,6.4716407,8,1.23616257,0.89,1.06459563,0.64,1.1503791,0.83,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"911S03354_2009"
"412WE0563","412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles","Open","true",2285,"412WE0563_06212001_BMI_CSBP_Trans_1",2001-06-21 00:00:00,6,21,2001,"BMI_CSBP_Trans",1,NA,850,20,20,0.11764706,1.35135135,7.10776663,8.85,1.24511685,0.9,1.0295481,0.57,1.13733248,0.8,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,"412WE0563_2001"
"412WE0563","412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles","Open","true",2286,"412WE0563_06212001_BMI_RWB_1",2001-06-21 00:00:00,6,21,2001,"BMI_RWB",1,NA,524,20,20,0.19083969,1.72413793,7.10776663,8.8,1.23808229,0.89,1.05754727,0.63,1.14781478,0.82,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,"412WE0563_2001"
"412WE0563","412WE0563",34.34716,-118.04869,412,"Los Angeles","Los Angeles","Open","true",2287,"412WE0563_06212001_BMI_TRC_1",2001-06-21 00:00:00,6,21,2001,"BMI_TRC",1,NA,507,20,20,2.95857988,4.87804878,7.10776663,7,0.98483819,0.47,0.85254503,0.21,0.91869161,0.31,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,"412WE0563_2001"
"481S05856","481S05856",34.19152,-117.67601,481,"Los Angeles","Middle Santa Ana","Open","true",2292,"481S05856_06132013_BMI_RWB_1",2013-06-13 00:00:00,6,13,2013,"BMI_RWB",1,NA,596,20,20,1.00671141,4.16666667,5.85059716,7.8,1.33319724,0.96,1.1046872,0.72,1.21894222,0.91,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"481S05856_2013"
"902M20161","902M20161",33.4187,-117.14103,902,"San Diego","Northern San Diego","Urban","true",4897,"902M20161_06252015_BMI_RWB_1",2015-06-25 00:00:00,6,25,2015,"BMI_RWB",1,NA,656,20,20,0.45731707,13.33333333,6.70536096,3.7,0.55179729,0.01,0.36473744,0,0.45826737,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"902M20161_2015"
"SMC04748","SMC04748",34.41314,-118.65879,403,"Los Angeles","Santa Clara","Agricultural","true",6055,"SMC04748_07022009_BMI_RWB_1",2009-07-02 00:00:00,7,2,2009,"BMI_RWB",1,NA,607,20,20,1.31795717,4,7.76706893,5.65,0.72743014,0.08,0.60439226,0.01,0.6659112,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"SMC04748_2009"
"SMC01372","SMC01372",34.43437,-118.61386,403,"Los Angeles","Santa Clara","Agricultural","true",5882,"SMC01372_07132010_BMI_RWB_1",2010-07-13 00:00:00,7,13,2010,"BMI_RWB",1,NA,662,20,20,2.56797583,13.79310345,7.74987509,5.8,0.74839916,0.09,0.63707334,0.02,0.69273625,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"SMC01372_2010"
"SMC01372","SMC01372",34.43437,-118.61386,403,"Los Angeles","Santa Clara","Agricultural","true",5883,"SMC01372_07132010_BMI_RWB_2",2010-07-13 00:00:00,7,13,2010,"BMI_RWB",2,NA,628,20,20,2.38853503,12.5,7.74987509,5.6,0.72259229,0.07,0.6534753,0.03,0.6880338,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"SMC01372_2010"
"SMC02568","SMC02568",34.27866,-118.22031,412,"Los Angeles","Los Angeles","Open","true",5976,"SMC02568_06122012_BMI_RWB_1",2012-06-12 00:00:00,6,12,2012,"BMI_RWB",1,NA,664,20,20,0.90361446,6.97674419,7.77072478,8.35,1.07454584,0.65,0.75811776,0.09,0.9163318,0.3,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"SMC02568_2012"
"SMC02568","SMC02568",34.27866,-118.22031,412,"Los Angeles","Los Angeles","Open","true",5977,"SMC02568_06122012_BMI_RWB_2",2012-06-12 00:00:00,6,12,2012,"BMI_RWB",2,NA,600,20,20,1.66666667,8.33333333,7.77072478,7.95,1.02307059,0.55,0.7335451,0.07,0.87830785,0.22,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"SMC02568_2012"
"SMC02568","SMC02568",34.27866,-118.22031,412,"Los Angeles","Los Angeles","Open","true",5978,"SMC02568_08022018_BMI_RWB_1",2018-08-02 00:00:00,8,2,2018,"BMI_RWB",1,NA,594,20,20,1.51515152,6,7.77072478,9.6,1.235406,0.89,0.94169206,0.37,1.08854903,0.71,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"SMC02568_2018"
"SMC02568","SMC02568",34.27866,-118.22031,412,"Los Angeles","Los Angeles","Open","true",5979,"SMC02568_08022018_BMI_RWB_2",2018-08-02 00:00:00,8,2,2018,"BMI_RWB",2,NA,563,20,20,0.88809947,6.12244898,7.77072478,9,1.15819312,0.8,0.94956984,0.39,1.05388148,0.63,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"SMC02568_2018"
"SMC04000","SMC04000",34.23282,-117.74777,405,"Los Angeles","San Gabriel","Open","true",6029,"SMC04000_07302012_BMI_RWB_1",2012-07-30 00:00:00,7,30,2012,"BMI_RWB",1,NA,582,20,20,0,0,7.22768139,9.5,1.31439109,0.95,0.75747037,0.09,1.03593073,0.59,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,"SMC04000_2012"
"403S11084","403S11084",34.42487,-118.56081,403,"Los Angeles","Santa Clara","Agricultural","true",1869,"403S11084_06092010_BMI_RWB_MCM_1",2010-06-09 00:00:00,6,9,2010,"BMI_RWB_MCM",1,NA,579,20,20,0,0,7.72586538,4.85,0.62776139,0.03,0.52881701,0,0.5782892,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,"403S11084_2010"
"909M24937","909M24937",32.81935,-116.70775,909,"San Diego","Southern San Diego","Open","true",5433,"909M24937_06222016_BMI_RWB_1",2016-06-22 00:00:00,6,22,2016,"BMI_RWB",1,NA,400,1,1,0.25,2.7027027,6.50539403,6,0.92231154,0.34,0.83076448,0.17,0.87653801,0.22,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"909M24937_2016"
"402BA0079","402BA0079",34.41183,-119.27418,402,"Ventura","Ventura","Urban","true",1747,"402BA0079_05282008_BMI_RWB_1",2008-05-28 00:00:00,5,28,2008,"BMI_RWB",1,NA,655,20,20,0.76335878,9.75609756,10.15133708,8.55,0.84225358,0.2,0.76776221,0.1,0.8050079,0.11,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"402BA0079_2008"
"402BA0095","402BA0095",34.46328,-119.34566,402,"Ventura","Ventura","Open","true",1748,"402BA0095_05292008_BMI_RWB_1",2008-05-29 00:00:00,5,29,2008,"BMI_RWB",1,NA,485,1,20,2.4742268,6.94444444,11.11179491,14.75,1.32741831,0.96,1.10448302,0.72,1.21595066,0.91,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"402BA0095_2008"
"402BA0287","402BA0287",34.50284,-119.36644,402,"Ventura","Ventura","SMC_out","true",1750,"402BA0287_06092008_BMI_RWB_1",2008-06-09 00:00:00,6,9,2008,"BMI_RWB",1,NA,592,20,20,1.85810811,4.47761194,12.80264413,13.6,1.06228056,0.63,1.01762477,0.54,1.03995266,0.6,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"402BA0287_2008"
"402BA0287","402BA0287",34.50284,-119.36644,402,"Ventura","Ventura","SMC_out","true",1751,"402BA0287_06092008_BMI_RWB_2",2008-06-09 00:00:00,6,9,2008,"BMI_RWB",2,NA,585,20,20,2.56410256,8.69565217,12.80264413,15.3,1.19506563,0.85,0.93431215,0.36,1.06468889,0.66,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"402BA0287_2008"
"402BA0335","402BA0335",34.37965,-119.30751,402,"Ventura","Ventura","Urban","true",1752,"402BA0335_05272008_BMI_RWB_1",2008-05-27 00:00:00,5,27,2008,"BMI_RWB",1,NA,591,20,20,0,0,7.91122725,7.7,0.97330032,0.44,0.72707352,0.06,0.85018692,0.18,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"402BA0335_2008"
"402BA0335","402BA0335",34.37965,-119.30751,402,"Ventura","Ventura","Urban","true",1753,"402BA0335_05272008_BMI_RWB_2",2008-05-27 00:00:00,5,27,2008,"BMI_RWB",2,NA,586,20,20,4.1025641,13.7254902,7.91122725,4.65,0.58777227,0.02,0.82487994,0.16,0.7063261,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"402BA0335_2008"
"402M00005","402M00005",34.51364,-119.40097,402,"Ventura","Ventura","Open","true",1755,"402M00005_06112015_BMI_RWB_1",2015-06-11 00:00:00,6,11,2015,"BMI_RWB",1,NA,586,20,20,0.68259386,5.45454545,11.16244364,13.65,1.22285052,0.88,0.63030969,0.02,0.9265801,0.32,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"402M00005_2015"
"402M00029","402M00029",34.35798,-119.31172,402,"Ventura","Ventura","Urban","true",1758,"402M00029_06062016_BMI_RWB_1",2016-06-06 00:00:00,6,6,2016,"BMI_RWB",1,NA,682,20,20,4.10557185,11.53846154,7.91164327,3,0.37918798,0,0.33045117,0,0.35481957,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"402M00029_2016"
"402M00030","402M00030",34.43881,-119.29959,402,"Ventura","Ventura","Agricultural","true",1759,"402M00030_04192017_BMI_RWB_1",2017-04-19 00:00:00,4,19,2017,"BMI_RWB",1,NA,595,20,20,0,0,8.93269349,6,0.6716899,0.04,0.55506759,0.01,0.61337874,0.01,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"402M00030_2017"
"402M00042","402M00042",34.46039,-119.28891,402,"Ventura","Ventura","Agricultural","true",1760,"402M00042_04192017_BMI_RWB_1",2017-04-19 00:00:00,4,19,2017,"BMI_RWB",1,NA,599,20,20,0,0,7.92738392,7,0.88301514,0.27,0.50308831,0,0.69305172,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"402M00042_2017"
"402M00046","402M00046",34.42402,-119.30011,402,"Ventura","Ventura","Urban","true",1761,"402M00046_04262017_BMI_RWB_1",2017-04-26 00:00:00,4,26,2017,"BMI_RWB",1,NA,586,20,20,0.17064846,2.43902439,8.92588155,7.8,0.87386327,0.25,0.64609957,0.02,0.75998142,0.07,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SMC",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,"402M00046_2017"
"403BA0047","403BA0047",34.27084,-119.1524,403,"Ventura","Santa Clara","Urban","true",1780,"403BA0047_05152008_BMI_RWB_1",2008-05-15 00:00:00,5,15,2008,"BMI_RWB",1,NA,596,20,20,0,0,7.6849312,2.85,0.37085563,0,0.19084877,0,0.2808522,0,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"403BA0047_2008"
"403BA0068","403BA0068",34.39179,-118.90285,403,"Ventura","Santa Clara","Open","true",1783,"403BA0068_05142008_BMI_RWB_1",2008-05-14 00:00:00,5,14,2008,"BMI_RWB",1,NA,636,20,20,5.66037736,5,11.84108026,6.95,0.58693969,0.01,0.72187077,0.06,0.65440523,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"403BA0068_2008"
"403BA0136","403BA0136",34.51202,-118.45038,403,"Los Angeles","Santa Clara","Open","true",1784,"403BA0136_05132008_BMI_RWB_1",2008-05-13 00:00:00,5,13,2008,"BMI_RWB",1,NA,466,1,20,0,0,9.53764831,10,1.04847649,0.6,1.0976593,0.71,1.0730679,0.68,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"403BA0136_2008"
"403BA0136","403BA0136",34.51202,-118.45038,403,"Los Angeles","Santa Clara","Open","true",1786,"403BA0136_05252016_BMI_RWB_2",2016-05-25 00:00:00,5,25,2016,"BMI_RWB",2,NA,555,20,20,1.62162162,4.87804878,9.53764831,8.8,0.92265931,0.34,1.093529,0.7,1.00809416,0.52,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"403BA0136_2016"
"403BA0136","403BA0136",34.51202,-118.45038,403,"Los Angeles","Santa Clara","Open","true",1787,"403BA0136_06092015_BMI_RWB_1",2015-06-09 00:00:00,6,9,2015,"BMI_RWB",1,NA,567,20,20,1.41093474,8.33333333,9.53764831,8,0.83878119,0.2,1.0330376,0.57,0.9359094,0.34,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"false","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,"403BA0136_2015"
"403BA0136","403BA0136",34.51202,-118.45038,403,"Los Angeles","Santa Clara","Open","true",1788,"403BA0136_06172014_BMI_RWB_1",2014-06-17 00:00:00,6,17,2014,"BMI_RWB",1,NA,511,20,20,0.97847358,6.52173913,9.53764831,8,0.83878119,0.2,0.75481949,0.09,0.79680034,0.1,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,"403BA0136_2014"
"403BA0140","403BA0140",34.34574,-118.56398,403,"Los Angeles","Santa Clara","SMC_out","true",1789,"403BA0140_05212008_BMI_RWB_1",2008-05-21 00:00:00,5,21,2008,"BMI_RWB",1,NA,592,20,20,1.01351351,7.69230769,6.94647642,5.55,0.79896622,0.15,0.59449383,0.01,0.69673002,0.03,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"403BA0140_2008"
"403BA0171","403BA0171",34.58516,-119.28363,403,"Ventura","Santa Clara","SMC_out","true",1790,"403BA0171_05192008_BMI_RWB_1",2008-05-19 00:00:00,5,19,2008,"BMI_RWB",1,NA,590,20,20,1.3559322,7.14285714,8.03591272,8.1,1.00797511,0.52,1.07762104,0.67,1.04279807,0.61,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"403BA0171_2008"
"403BA0191","403BA0191",34.36762,-119.0538,403,"Ventura","Santa Clara","Urban","true",1791,"403BA0191_05142008_BMI_RWB_1",2008-05-14 00:00:00,5,14,2008,"BMI_RWB",1,NA,265,1,1,3.39622642,6.97674419,10.09508084,11,1.08963962,0.68,0.89420389,0.28,0.99192175,0.48,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"403BA0191_2008"
"403S00960","403BA0960",34.59078,-118.4617,403,"Los Angeles","Santa Clara","Open","true",1792,"403BA0960_05212008_BMI_RWB_1",2008-05-21 00:00:00,5,21,2008,"BMI_RWB",1,NA,590,20,20,0.50847458,3.57142857,6.49859697,7.9,1.21564701,0.87,1.15631671,0.81,1.18598186,0.88,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"403S00960_2008"
"403FCA022","403FCA022",34.35671,-119.01988,403,"Ventura","Santa Clara","Agricultural","true",1801,"403FCA022_05272009_BMI_RWB_1",2009-05-27 00:00:00,5,27,2009,"BMI_RWB",1,NA,611,20,20,2.12765957,5.88235294,7.87214031,7,0.88921179,0.28,0.87329615,0.24,0.88125397,0.23,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"403FCA022_2009"
"403FCA022","403FCA022",34.35671,-119.01988,403,"Ventura","Santa Clara","Agricultural","true",1802,"403FCA022_05272009_BMI_RWB_MCM_1",2009-05-27 00:00:00,5,27,2009,"BMI_RWB_MCM",1,NA,617,20,20,6.20915033,10.63829787,7.87214031,8,1.01624205,0.53,0.76197064,0.09,0.88910634,0.24,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,"403FCA022_2009"
"403FCA022","403FCA022",34.35671,-119.01988,403,"Ventura","Santa Clara","Agricultural","true",1803,"403FCA022_05292013_BMI_RWB_1",2013-05-29 00:00:00,5,29,2013,"BMI_RWB",1,NA,593,20,20,4.38448567,9.09090909,7.87214031,6.3,0.80029061,0.15,0.54756928,0.01,0.67392995,0.02,2020-02-20 07:13:57,"Distinct set to NA","Yes",2,"machine","SWAMP",2020-02-20 07:13:57,"true","{00000000-0000-0000-0000-000000000000}",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,"403FCA022_2013"
