"","SiteYear","stationcode","objectid","sampledate","sampletypecode","matrixname","fieldreplicate","labreplicate","methodname","analytename","fractionname","unit","result","resqualcode","mdl","rl","dilutionfactor","qacode","labresultcomments","labagencycode","projectcode","record_origin","origin_lastupdatedate","record_publish","originalid","masterid","huc","smcshed","county","smc_lu","latitude","longitude","probabilistic","SiteDate","Year"
"252","404M07372_2019","404M07372",129634,2019-07-09,"grab","sediment",1,1,"EPA 8270D_NCI","Permethrin-2","Total","ug/g dw",-88,"ND",0.00022,5e-04,1,"None","","PEL","SMC_LACFCD_2019","SMC",2020-01-17 21:17:07,"false",NA,"404M07372",404,"Santa Monica Bay","Los Angeles","Urban",34.13604,-118.75743,"true","404M07372_2019-07-09",2019
"253","404S11880_2011","404S11880",103348,2011-06-07,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",0.00257,"=",0.000428,0.000856,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S11880",404,"Santa Monica Bay","Los Angeles","Urban",34.12529,-118.70827,"true","404S11880_2011-06-07",2011
"254","404S11880_2011","404S11880",66440,2011-06-07,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000343,0.000685,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S11880",404,"Santa Monica Bay","Los Angeles","Urban",34.12529,-118.70827,"true","404S11880_2011-06-07",2011
"255","404S11880_2011","404S11880",103349,2011-06-07,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000514,0.00103,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S11880",404,"Santa Monica Bay","Los Angeles","Urban",34.12529,-118.70827,"true","404S11880_2011-06-07",2011
"256","404S11880_2011","404S11880",66442,2011-06-07,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",0.00613,"=",0.000343,0.000685,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S11880",404,"Santa Monica Bay","Los Angeles","Urban",34.12529,-118.70827,"true","404S11880_2011-06-07",2011
"257","404S11880_2011","404S11880",66443,2011-06-07,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000343,0.000685,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S11880",404,"Santa Monica Bay","Los Angeles","Urban",34.12529,-118.70827,"true","404S11880_2011-06-07",2011
"258","404S11880_2011","404S11880",103350,2011-06-07,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00137,0.00274,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S11880",404,"Santa Monica Bay","Los Angeles","Urban",34.12529,-118.70827,"true","404S11880_2011-06-07",2011
"259","404S11880_2011","404S11880",103352,2011-06-07,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.0012,0.0024,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S11880",404,"Santa Monica Bay","Los Angeles","Urban",34.12529,-118.70827,"true","404S11880_2011-06-07",2011
"260","404S11880_2011","404S11880",66444,2011-06-07,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.00206,0.00411,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S11880",404,"Santa Monica Bay","Los Angeles","Urban",34.12529,-118.70827,"true","404S11880_2011-06-07",2011
"261","404S13416_2011","404S13416",103433,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",0.000346,0.000692,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13416",404,"Santa Monica Bay","Los Angeles","Urban",34.09875,-118.71594,"true","404S13416_2011-06-08",2011
"262","404S13416_2011","404S13416",66525,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000277,0.000553,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13416",404,"Santa Monica Bay","Los Angeles","Urban",34.09875,-118.71594,"true","404S13416_2011-06-08",2011
"263","404S13416_2011","404S13416",103434,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000415,0.00083,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13416",404,"Santa Monica Bay","Los Angeles","Urban",34.09875,-118.71594,"true","404S13416_2011-06-08",2011
"264","404S13416_2011","404S13416",103435,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000277,0.000553,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13416",404,"Santa Monica Bay","Los Angeles","Urban",34.09875,-118.71594,"true","404S13416_2011-06-08",2011
"265","404S13416_2011","404S13416",103436,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000277,0.000553,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13416",404,"Santa Monica Bay","Los Angeles","Urban",34.09875,-118.71594,"true","404S13416_2011-06-08",2011
"266","404S13416_2011","404S13416",66527,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00111,0.00221,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13416",404,"Santa Monica Bay","Los Angeles","Urban",34.09875,-118.71594,"true","404S13416_2011-06-08",2011
"267","404S13416_2011","404S13416",66528,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.00097,0.00194,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13416",404,"Santa Monica Bay","Los Angeles","Urban",34.09875,-118.71594,"true","404S13416_2011-06-08",2011
"268","404S13416_2011","404S13416",103438,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.00166,0.00332,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13416",404,"Santa Monica Bay","Los Angeles","Urban",34.09875,-118.71594,"true","404S13416_2011-06-08",2011
"269","404S13672_2011","404S13672",66558,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",0.000362,0.000723,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13672",404,"Santa Monica Bay","Los Angeles","Open",34.0754,-118.70292,"true","404S13672_2011-06-08",2011
"270","404S13672_2011","404S13672",66559,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000289,0.000579,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13672",404,"Santa Monica Bay","Los Angeles","Open",34.0754,-118.70292,"true","404S13672_2011-06-08",2011
"271","404S13672_2011","404S13672",66560,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000434,0.000868,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13672",404,"Santa Monica Bay","Los Angeles","Open",34.0754,-118.70292,"true","404S13672_2011-06-08",2011
"272","404S13672_2011","404S13672",66561,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",0.00134,"=",0.000289,0.000579,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13672",404,"Santa Monica Bay","Los Angeles","Open",34.0754,-118.70292,"true","404S13672_2011-06-08",2011
"273","404S13672_2011","404S13672",66562,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000289,0.000579,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13672",404,"Santa Monica Bay","Los Angeles","Open",34.0754,-118.70292,"true","404S13672_2011-06-08",2011
"274","404S13672_2011","404S13672",103481,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00116,0.00232,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13672",404,"Santa Monica Bay","Los Angeles","Open",34.0754,-118.70292,"true","404S13672_2011-06-08",2011
"275","404S13672_2011","404S13672",66563,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.00101,0.00203,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13672",404,"Santa Monica Bay","Los Angeles","Open",34.0754,-118.70292,"true","404S13672_2011-06-08",2011
"276","404S13672_2011","404S13672",66564,2011-06-08,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.00174,0.00347,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S13672",404,"Santa Monica Bay","Los Angeles","Open",34.0754,-118.70292,"true","404S13672_2011-06-08",2011
"277","404S14952_2011","404S14952",103515,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",0.0147,"=",0.000647,0.00129,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S14952",404,"Santa Monica Bay","Los Angeles","Urban",34.14268,-118.70089,"true","404S14952_2011-06-15",2011
"278","404S14952_2011","404S14952",66613,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000517,0.00103,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S14952",404,"Santa Monica Bay","Los Angeles","Urban",34.14268,-118.70089,"true","404S14952_2011-06-15",2011
"279","404S14952_2011","404S14952",103516,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000776,0.00155,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S14952",404,"Santa Monica Bay","Los Angeles","Urban",34.14268,-118.70089,"true","404S14952_2011-06-15",2011
"280","404S14952_2011","404S14952",66615,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000517,0.00103,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S14952",404,"Santa Monica Bay","Los Angeles","Urban",34.14268,-118.70089,"true","404S14952_2011-06-15",2011
"281","404S14952_2011","404S14952",103517,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000517,0.00103,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S14952",404,"Santa Monica Bay","Los Angeles","Urban",34.14268,-118.70089,"true","404S14952_2011-06-15",2011
"282","404S14952_2011","404S14952",103518,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00207,0.00414,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S14952",404,"Santa Monica Bay","Los Angeles","Urban",34.14268,-118.70089,"true","404S14952_2011-06-15",2011
"283","404S14952_2011","404S14952",66616,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.00181,0.00362,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S14952",404,"Santa Monica Bay","Los Angeles","Urban",34.14268,-118.70089,"true","404S14952_2011-06-15",2011
"284","404S14952_2011","404S14952",66617,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.0031,0.00621,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S14952",404,"Santa Monica Bay","Los Angeles","Urban",34.14268,-118.70089,"true","404S14952_2011-06-15",2011
"285","404S16232_2011","404S16232",103591,2011-06-09,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",0.0012,"=",0.000334,0.000668,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S16232",404,"Santa Monica Bay","Los Angeles","Urban",34.12549,-118.75317,"true","404S16232_2011-06-09",2011
"286","404S16232_2011","404S16232",103592,2011-06-09,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000267,0.000534,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S16232",404,"Santa Monica Bay","Los Angeles","Urban",34.12549,-118.75317,"true","404S16232_2011-06-09",2011
"287","404S16232_2011","404S16232",66672,2011-06-09,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000401,0.000802,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S16232",404,"Santa Monica Bay","Los Angeles","Urban",34.12549,-118.75317,"true","404S16232_2011-06-09",2011
"288","404S16232_2011","404S16232",103594,2011-06-09,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000267,0.000534,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S16232",404,"Santa Monica Bay","Los Angeles","Urban",34.12549,-118.75317,"true","404S16232_2011-06-09",2011
"289","404S16232_2011","404S16232",66673,2011-06-09,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000267,0.000534,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S16232",404,"Santa Monica Bay","Los Angeles","Urban",34.12549,-118.75317,"true","404S16232_2011-06-09",2011
"290","404S16232_2011","404S16232",66674,2011-06-09,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00107,0.00214,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S16232",404,"Santa Monica Bay","Los Angeles","Urban",34.12549,-118.75317,"true","404S16232_2011-06-09",2011
"291","404S16232_2011","404S16232",103595,2011-06-09,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.000935,0.00187,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S16232",404,"Santa Monica Bay","Los Angeles","Urban",34.12549,-118.75317,"true","404S16232_2011-06-09",2011
"292","404S16232_2011","404S16232",66676,2011-06-09,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.0016,0.00321,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S16232",404,"Santa Monica Bay","Los Angeles","Urban",34.12549,-118.75317,"true","404S16232_2011-06-09",2011
"293","404S17016_2013","404S17016",103663,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",0.000109,"DNQ",4.9e-05,0.000195,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"294","404S17016_2013","404S17016",103669,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 71","Cinerin-1","Total","ug/g dw",-88,"ND",6.4e-05,0.00032,1,"GN",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"295","404S17016_2013","404S17016",103670,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 71","Cinerin-2","Total","ug/g dw",-88,"ND",6.4e-05,0.00032,1,"GN",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"296","404S17016_2013","404S17016",103664,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000101,0.000976,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"297","404S17016_2013","404S17016",66755,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000102,0.000976,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"298","404S17016_2013","404S17016",66756,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000173,0.000781,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"299","404S17016_2013","404S17016",103666,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000102,0.000391,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"300","404S17016_2013","404S17016",66757,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",3.4e-05,0.000195,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"301","404S17016_2013","404S17016",66758,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.000378,0.000976,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"302","404S17016_2013","404S17016",103668,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.000625,0.00195,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"303","404S17016_2013","404S17016",66760,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 71","Pyrethrin-1","Total","ug/g dw",-88,"ND",6.4e-05,0.00032,1,"GN",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"304","404S17016_2013","404S17016",103674,2013-06-05,"integrated","sediment",1,1,"WPCL SOP 71","Pyrethrin-2","Total","ug/g dw",-88,"ND",6.4e-05,0.00032,1,"GN",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S17016",404,"Santa Monica Bay","Los Angeles","Open",34.1183,-118.78057,"true","404S17016_2013-06-05",2013
"305","404S18666_2011","404S18666",66875,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",0.00597,"=",0.000327,0.000653,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S18666",404,"Santa Monica Bay","Ventura","Urban",34.17206,-118.76375,"true","404S18666_2011-06-15",2011
"306","404S18666_2011","404S18666",66876,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000261,0.000522,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S18666",404,"Santa Monica Bay","Ventura","Urban",34.17206,-118.76375,"true","404S18666_2011-06-15",2011
"307","404S18666_2011","404S18666",66878,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000392,0.00078,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S18666",404,"Santa Monica Bay","Ventura","Urban",34.17206,-118.76375,"true","404S18666_2011-06-15",2011
"308","404S18666_2011","404S18666",66879,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000261,0.000522,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S18666",404,"Santa Monica Bay","Ventura","Urban",34.17206,-118.76375,"true","404S18666_2011-06-15",2011
"309","404S18666_2011","404S18666",103800,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000261,0.000522,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S18666",404,"Santa Monica Bay","Ventura","Urban",34.17206,-118.76375,"true","404S18666_2011-06-15",2011
"310","404S18666_2011","404S18666",103801,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",0.00104,0.00209,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S18666",404,"Santa Monica Bay","Ventura","Urban",34.17206,-118.76375,"true","404S18666_2011-06-15",2011
"311","404S18666_2011","404S18666",66881,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, cis-","Total","ug/g dw",-88,"ND",0.00091,0.00183,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S18666",404,"Santa Monica Bay","Ventura","Urban",34.17206,-118.76375,"true","404S18666_2011-06-15",2011
"312","404S18666_2011","404S18666",66882,2011-06-15,"integrated","sediment",1,1,"WPCL SOP 67","Permethrin, trans-","Total","ug/g dw",-88,"ND",0.00157,0.00313,1,"None",NA,"DFG-WPCL","RWB4_SMC_2011","SWAMP",2012-07-12 00:00:00,"true",NA,"404S18666",404,"Santa Monica Bay","Ventura","Urban",34.17206,-118.76375,"true","404S18666_2011-06-15",2011
"313","404S23297_2013","404S23297",103868,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Bifenthrin","Total","ug/g dw",-88,"ND",8.8e-05,0.00035,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S23297",404,"Santa Monica Bay","Los Angeles","Open",34.05006,-118.58103,"true","404S23297_2013-06-19",2013
"314","404S23297_2013","404S23297",103876,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 71","Cinerin-1","Total","ug/g dw",-88,"ND",4e-06,1.8e-05,1,"GN",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S23297",404,"Santa Monica Bay","Los Angeles","Open",34.05006,-118.58103,"true","404S23297_2013-06-19",2013
"315","404S23297_2013","404S23297",66967,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 71","Cinerin-2","Total","ug/g dw",-88,"ND",4e-06,1.9e-05,1,"GN",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S23297",404,"Santa Monica Bay","Los Angeles","Open",34.05006,-118.58103,"true","404S23297_2013-06-19",2013
"316","404S23297_2013","404S23297",66964,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Cyfluthrin","Total","ug/g dw",-88,"ND",0.000181,0.00175,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S23297",404,"Santa Monica Bay","Los Angeles","Open",34.05006,-118.58103,"true","404S23297_2013-06-19",2013
"317","404S23297_2013","404S23297",103869,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Cypermethrin","Total","ug/g dw",-88,"ND",0.000183,0.00175,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S23297",404,"Santa Monica Bay","Los Angeles","Open",34.05006,-118.58103,"true","404S23297_2013-06-19",2013
"318","404S23297_2013","404S23297",66966,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Deltamethrin","Total","ug/g dw",-88,"ND",0.000311,0.0014,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S23297",404,"Santa Monica Bay","Los Angeles","Open",34.05006,-118.58103,"true","404S23297_2013-06-19",2013
"319","404S23297_2013","404S23297",103871,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Esfenvalerate","Total","ug/g dw",-88,"ND",0.000183,7e-04,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S23297",404,"Santa Monica Bay","Los Angeles","Open",34.05006,-118.58103,"true","404S23297_2013-06-19",2013
"320","404S23297_2013","404S23297",103872,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Fenpropathrin","Total","ug/g dw",-88,"ND",6.1e-05,0.00035,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S23297",404,"Santa Monica Bay","Los Angeles","Open",34.05006,-118.58103,"true","404S23297_2013-06-19",2013
