,analytename,SiteYear,stationcode,objectid,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,methodname,fractionname,unit,result,resqualcode,mdl,rl,dilutionfactor,qacode,labresultcomments,labagencycode,projectcode,record_origin,origin_lastupdatedate,record_publish,originalid,masterid,huc,smcshed,county,smc_lu,latitude,longitude,probabilistic,SiteDate,Year,OCresult,OrgNorm,RLOC,Class,TEB,LEB,Assessment,RLOC_Eval,TEBq,LEBq,AssessNumeric
216,Cyfluthrin,408BA0036_2017,SMC00036,49019,4/27/2017,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00084,0.00084,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,408BA0036,408,Calleguas,Ventura,Urban,34.21502,-118.87899,TRUE,408BA0036_2017-04-27,2017,0.0438,0,0.019,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
217,Cyfluthrin,408BA0036_2018,SMC00036,125827,6/12/2018,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.048,0.048,50,"D,DF,DG","M-02, M-04, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,10/30/2018 7:19,TRUE,NA,408BA0036,408,Calleguas,Ventura,Urban,34.21502,-118.87899,TRUE,408BA0036_2018-06-12,2018,0.0103,0,4.66,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
218,Cyfluthrin,408BA0660_2018,SMC00660,125830,6/12/2018,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00094,0.00094,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,10/30/2018 7:19,TRUE,NA,408BA0660,408,Calleguas,Ventura,Agricultural,34.26784,-118.93781,TRUE,408BA0660_2018-06-12,2018,0.000267,0,3.521,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
219,Cyfluthrin,408BA0836_2017,SMC00836,49112,6/21/2017,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00087,0.00087,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,408BA0836,408,Calleguas,Ventura,Agricultural,34.19071,-119.00511,TRUE,408BA0836_2017-06-21,2017,0.00186,0,0.468,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
220,Cyfluthrin,408M03100_2019,408M03100,128988,5/9/2019,grab,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0082,0.0082,16.46,"D,DF","M-02, M-04, ""None"" 01/Jan/1950 00:00",WKL,SMC_VCWPD_2019,SMC,11/1/2019 11:37,FALSE,NA,408M03100,408,Calleguas,Ventura,Agricultural,34.1812,-119.0871,TRUE,408M03100_2019-05-09,2019,0.0131,0,0.626,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
221,Cyfluthrin,801M12649_2013,SMC14211,31083,6/4/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0034,0.0034,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,801M12649,801,Lower Santa Ana,Orange,Urban,33.6894,-117.82174,TRUE,801M12649_2013-06-04,2013,0.00235,0,1.447,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
222,Cyfluthrin,801M12678_2019,801M12678,127344,4/25/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,NA,801M12678,801,Lower Santa Ana,Orange,Agricultural,33.79594,-117.70467,TRUE,801M12678_2019-04-25,2019,0.0021,0,0.238,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
223,Cyfluthrin,801M16932_2017,801M16932,49378,5/31/2017,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,8.00E-04,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,NA,801M16932,801,Middle Santa Ana,Riverside,Open,33.94279,-117.32362,TRUE,801M16932_2017-05-31,2017,0.0542,0,0.015,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
224,Cyfluthrin,801M16957_2019,801M16957,129731,5/10/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_RCFC_2019,SMC,1/17/2020 21:30,FALSE,NA,801M16957,801,Middle Santa Ana,Riverside,Urban,33.85539,-117.3551,TRUE,801M16957_2019-05-10,2019,0.0571,0,0.009,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
225,Cyfluthrin,801M16973_2018,801M16973,126169,6/6/2018,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,0.0113,=,0.00025,5.00E-04,1,None,,PEL,NA,SMC,11/30/2018 13:35,TRUE,NA,801M16973,801,Middle Santa Ana,Riverside,Urban,33.93481,-117.34516,TRUE,801M16973_2018-06-06,2018,0.0976,0.116,0.005,PYR,0.046,0.46,Possible,GoodRL,2.52173913,0.252173913,3
226,Cyfluthrin,801S02947_2011,SMC02947,20070,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0049,0.0049,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,801S02947,801,Lower Santa Ana,Orange,Urban,33.69919,-117.81143,TRUE,801S02947_2011-07-12,2011,0.0094,0,0.521,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
227,Cyfluthrin,801S03971_2011,SMC03971,20115,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,801S03971,801,Lower Santa Ana,Orange,Urban,33.67551,-117.82775,TRUE,801S03971_2011-07-11,2011,0.02,0,0.2,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
228,Cyfluthrin,802S09698_2017,SMC09698,49379,5/31/2017,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,8.00E-04,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,NA,802S09698,802,San Jacinto,Riverside,Open,33.7459,-116.70739,TRUE,802S09698_2017-05-31,2017,0.1353,0,0.006,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
229,Cyfluthrin,404S13672_2011,404S13672,66559,6/8/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000289,0.000579,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,404S13672,404,Santa Monica Bay,Los Angeles,Open,34.0754,-118.70292,TRUE,404S13672_2011-06-08,2011,0.005,0,0.116,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
230,Cyfluthrin,404S14952_2011,404S14952,66613,6/15/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000517,0.00103,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,404S14952,404,Santa Monica Bay,Los Angeles,Urban,34.14268,-118.70089,TRUE,404S14952_2011-06-15,2011,0.0618,0,0.017,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
231,Cyfluthrin,404S16232_2011,404S16232,103592,6/9/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000267,0.000534,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,404S16232,404,Santa Monica Bay,Los Angeles,Urban,34.12549,-118.75317,TRUE,404S16232_2011-06-09,2011,0.0039,0,0.137,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
232,Cyfluthrin,404S17016_2013,404S17016,103664,6/5/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000101,0.000976,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S17016,404,Santa Monica Bay,Los Angeles,Open,34.1183,-118.78057,TRUE,404S17016_2013-06-05,2013,0.0174,0,0.056,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
233,Cyfluthrin,404S18666_2011,404S18666,66876,6/15/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000261,0.000522,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,404S18666,404,Santa Monica Bay,Ventura,Urban,34.17206,-118.76375,TRUE,404S18666_2011-06-15,2011,0.004,0,0.13,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
234,Cyfluthrin,404S23297_2013,404S23297,66964,6/19/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000181,0.00175,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S23297,404,Santa Monica Bay,Los Angeles,Open,34.05006,-118.58103,TRUE,404S23297_2013-06-19,2013,0.01,0,0.175,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
235,Cyfluthrin,404S25298_2012,404S25298,67034,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000171,0.00165,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,404S25298,404,Santa Monica Bay,Los Angeles,Open,34.04553,-118.68732,TRUE,404S25298_2012-06-20,2012,0.0368,0,0.045,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
236,Cyfluthrin,901S39498_2010,901S39498,122072,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00022,0.000441,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,901S39498,901,San Juan,Orange,Urban,33.49038,-117.66532,TRUE,901S39498_2010-05-18,2010,0.0478,0,0.009,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
237,Cyfluthrin,901S45253_2010,901S45253,122124,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000201,0.000402,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,NA,901S45253,901,San Juan,Orange,Urban,33.51442,-117.62613,TRUE,901S45253_2010-05-18,2010,0.0345,0,0.012,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
238,Cyfluthrin,902M18909_2019,902M18909,127016,5/9/2019,grab,sediment,1,1,Pyrethroid Pesticides by GC/MS/MS,Total,ug/g dw,-88,ND,0.00059,0.0012,1,None,,CalScience,SMC_Carlsbad_WMA_2019,SMC,9/18/2019 15:36,FALSE,NA,902M18909,902,Northern San Diego,Riverside,Agricultural,33.46607,-117.19794,TRUE,902M18909_2019-05-09,2019,0.019,0,0.063,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
239,Cyfluthrin,903M20208_2017,903M20208,49425,6/12/2017,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,8.00E-04,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,NA,903M20208,903,Northern San Diego,San Diego,Agricultural,33.32691,-117.12282,TRUE,903M20208_2017-06-12,2017,0.0525,0,0.015,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
240,Cyfluthrin,903M20214_2018,903M20214,126456,5/8/2018,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,0.00101,=,0.00025,5.00E-04,1,None,,PEL,NA,SMC,1/14/2019 9:09,TRUE,NA,903M20214,903,Northern San Diego,San Diego,Urban,33.21936,-117.35881,TRUE,903M20214_2018-05-08,2018,0.0618,0.016,0.008,PYR,0.046,0.46,Unlikely (<TEB),GoodRL,0.347826087,0.034782609,5
241,Cyfluthrin,404S28270_2012,404S28270,67297,6/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000204,0.00197,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,404S28270,404,Santa Monica Bay,Los Angeles,Urban,34.13663,-118.75725,TRUE,404S28270_2012-06-18,2012,0.0303,0,0.065,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
242,Cyfluthrin,404S31468_2012,404S31468,67338,6/19/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0639,=,0.00062,0.00601,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,404S31468,404,Santa Monica Bay,Ventura,Urban,34.16874,-118.76171,TRUE,404S31468_2012-06-19,2012,0.1041,0.614,0.058,PYR,0.046,0.46,Likely,Poor RL,13.34782609,1.334782609,1
243,Cyfluthrin,404S32468_2012,404S32468,67435,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,2.00E-04,0.00194,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,404S32468,404,Santa Monica Bay,Los Angeles,Open,34.0999,-118.72304,TRUE,404S32468_2012-06-26,2012,0.0173,0,0.112,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
244,Cyfluthrin,404S34120_2012,404S34120,104327,6/21/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00815,=,0.000215,0.00208,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,404S34120,404,Santa Monica Bay,Los Angeles,Urban,34.16558,-118.78918,TRUE,404S34120_2012-06-21,2012,0.0163,0.5,0.128,PYR,0.046,0.46,Likely,Poor RL,10.86956522,1.086956522,1
245,Cyfluthrin,404S34230_2013,404S34230,67539,6/19/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000451,0.00437,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S34230,404,Santa Monica Bay,Los Angeles,Open,34.06909,-118.58678,TRUE,404S34230_2013-06-19,2013,0.0843,0,0.052,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
246,Cyfluthrin,404S35270_2012,404S35270,67580,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0177,=,0.000287,0.00278,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,404S35270,404,Santa Monica Bay,Los Angeles,Urban,34.13325,-118.70656,TRUE,404S35270_2012-06-20,2012,0.0378,0.468,0.074,PYR,0.046,0.46,Likely,Poor RL,10.17391304,1.017391304,1
247,Cyfluthrin,404S35418_2012,404S35418,67635,6/25/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000176,0.00171,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,NA,404S35418,404,Santa Monica Bay,Los Angeles,Open,34.08262,-118.70857,TRUE,404S35418_2012-06-25,2012,0.01,0,0.171,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
248,Cyfluthrin,404S37670_2013,404S37670,67698,6/6/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,9.50E-05,0.000925,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S37670,404,Santa Monica Bay,Los Angeles,Urban,34.14074,-118.70117,TRUE,404S37670_2013-06-06,2013,0.0036,0,0.257,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
249,Cyfluthrin,404S44210_2013,404S44210,67749,6/20/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000979,0.00948,5,"D,PJM",NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S44210,404,Santa Monica Bay,Los Angeles,Urban,34.14301,-118.75779,TRUE,404S44210_2013-06-20,2013,0.0743,0,0.128,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
250,Cyfluthrin,404S44532_2013,404S44532,104651,6/4/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,7.30E-05,0.000708,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S44532,404,Santa Monica Bay,Los Angeles,Open,34.12682,-118.79617,TRUE,404S44532_2013-06-04,2013,0.0462,0,0.015,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
251,Cyfluthrin,404S45622_2013,404S45622,67911,6/3/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,3.90E-05,0.000379,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S45622,404,Santa Monica Bay,Los Angeles,Open,34.06149,-118.58534,TRUE,404S45622_2013-06-03,2013,0.0415,0,0.009,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
252,Cyfluthrin,404S45745_2013,404S45745,104835,6/18/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00034,0.0033,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S45745,404,Santa Monica Bay,Los Angeles,Open,34.05902,-118.9339,TRUE,404S45745_2013-06-18,2013,0.1201,0,0.027,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
253,Cyfluthrin,404S48200_2013,404S48200,68025,6/18/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000427,0.00414,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,NA,404S48200,404,Santa Monica Bay,Los Angeles,Open,34.07772,-118.92395,TRUE,404S48200_2013-06-18,2013,0.1368,0,0.03,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
254,Cyfluthrin,405CE0280_2017,405CE0280,130031,7/19/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00025,8.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,405CE0280,405,San Gabriel,Los Angeles,Open,34.23041,-117.74981,TRUE,405CE0280_2017-07-19,2017,0.0041,0,0.195,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
255,Cyfluthrin,907S05514_2011,907S05514,86583,5/18/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000322,0.000644,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,NA,907S05514,907,Mission Bay and San Diego River,San Diego,Open,32.97974,-116.74246,TRUE,907S05514_2011-05-18,2011,0.0094,0,0.069,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
256,Cyfluthrin,907S11430_2012,907S11430,86613,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.000292,DNQ,0.000183,0.00178,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,907S11430,907,Mission Bay and San Diego River,San Diego,Urban,32.848374,-116.860048,TRUE,907S11430_2012-07-18,2012,0.0177,0.016,0.101,PYR,0.046,0.46,Unlikely (<TEB),Poor RL,0.347826087,0.034782609,5
257,Cyfluthrin,909S14218_2012,909S14218,86772,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000344,0.00333,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,NA,909S14218,909,Southern San Diego,San Diego,Urban,32.829985,-116.736039,TRUE,909S14218_2012-07-18,2012,0.0485,0,0.069,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
258,Cyfluthrin,ME-CC_2017,ME-CC,49075,5/30/2017,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.00083,0.00083,1,None,"""None"" 01/Jan/1950 00:00",WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,ME-CC,408,Calleguas,Ventura,Agricultural,34.17912,-119.03968,TRUE,ME-CC_2017-05-30,2017,0.0199,0,0.042,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
259,Cyfluthrin,ME-CC_2018,ME-CC,125890,6/28/2018,integrated,sediment,1,1,Pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,9.00E-04,9.00E-04,1,DF,"M-02, ""None"" 01/Jan/1950 00:00",WKL,NA,SMC,10/30/2018 7:19,TRUE,NA,ME-CC,408,Calleguas,Ventura,Agricultural,34.17912,-119.03968,TRUE,ME-CC_2018-06-28,2018,0.0344,0,0.026,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
260,Cyfluthrin,SMC00206_2019,SMC00206,127234,6/4/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,NA,SMC00206,901,San Juan,Orange,Urban,33.54359,-117.65963,TRUE,SMC00206_2019-06-04,2019,9.00E-04,0,0.556,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
261,Cyfluthrin,SMC00288_2017,SMC00288,130509,6/14/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,0.00456,=,0.00025,8.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00288,405,San Gabriel,Los Angeles,Urban,34.13118,-117.76,TRUE,SMC00288_2017-06-14,2017,0.0219,0.208,0.037,PYR,0.046,0.46,Possible,GoodRL,4.52173913,0.452173913,3
262,Cyfluthrin,SMC00428_2017,SMC00428,130668,6/15/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00025,8.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00428,405,San Gabriel,Los Angeles,Open,34.2481,-118.04976,TRUE,SMC00428_2017-06-15,2017,0.0167,0,0.048,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
263,Cyfluthrin,SMC00464_2017,SMC00464,130803,7/21/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00025,8.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00464,405,San Gabriel,Los Angeles,Open,34.24152,-117.86683,TRUE,SMC00464_2017-07-21,2017,0.027,0,0.03,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
264,Cyfluthrin,SMC00544_2017,SMC00544,130980,6/14/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00025,8.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00544,405,San Gabriel,Los Angeles,Open,34.14677,-117.74153,TRUE,SMC00544_2017-06-14,2017,0.0275,0,0.029,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
265,Cyfluthrin,SMC00686_2019,SMC00686,132099,8/7/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,0.00108,=,0.00025,5.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC00686,405,San Gabriel,Los Angeles,Urban,34.0322,-117.83819,TRUE,SMC00686_2019-08-07,2019,0.0097,0.111,0.052,PYR,0.046,0.46,Possible,Poor RL,2.413043478,0.241304348,3
266,Cyfluthrin,SMC00766_2011,SMC00766,20100,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,0.025,NA,0.0048,0.0048,1,None,,WKL,NA,SMC,6/11/2018 15:25,TRUE,NA,SMC00766,801,Lower Santa Ana,Orange,Urban,33.65718,-117.83739,TRUE,SMC00766_2011-07-11,2011,0.012,2.083,0.4,PYR,0.046,0.46,Likely,Poor RL,45.2826087,4.52826087,1
267,Cyfluthrin,SMC00873_2019,SMC00873,127045,5/10/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,NA,SMC00873,901,San Juan,Orange,Urban,33.59849,-117.62668,TRUE,SMC00873_2019-05-10,2019,3.00E-04,0,1.667,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
268,Cyfluthrin,SMC01384_2017,SMC01384,49757,6/7/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00025,8.00E-04,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC01384,404,Santa Monica Bay,Los Angeles,Open,34.0646,-118.70091,TRUE,SMC01384_2017-06-07,2017,0.0298,0,0.027,PYR,0.046,0.46,Unlikely_ND,GoodRL,0,0,6
269,Cyfluthrin,SMC01694_2018,SMC01694,131355,8/6/2018,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,NA,SMC,4/29/2020 9:23,FALSE,NA,SMC01694,845,San Gabriel,Orange,Urban,33.92,-117.90272,TRUE,SMC01694_2018-08-06,2018,0.0024,0,0.208,PYR,0.046,0.46,Possible or Unlikely,Poor RL,0,0,4
270,Cyfluthrin,SMC01923_2011,SMC01923,20055,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC01923,801,Lower Santa Ana,Orange,Urban,33.67221,-117.78872,TRUE,SMC01923_2011-07-12,2011,0.0015,0,2.333,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
271,Cyfluthrin,SMC02206_2011,SMC02206,20085,7/19/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0041,0.0041,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC02206,801,Lower Santa Ana,Orange,Urban,33.87098,-117.85002,TRUE,SMC02206_2011-07-19,2011,0.0033,0,1.242,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
272,Cyfluthrin,SMC09091_2013,SMC09091,31714,6/27/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0036,0.0036,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC09091,801,Lower Santa Ana,Orange,Urban,33.71335,-117.79574,TRUE,SMC09091_2013-06-27,2013,0.00505,0,0.713,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
273,Cyfluthrin,SMC09118_2013,SMC09118,30729,5/22/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0038,0.0038,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,NA,SMC09118,801,Lower Santa Ana,Orange,Urban,33.80876,-117.86259,TRUE,SMC09118_2013-05-22,2013,0.00474,0,0.802,PYR,0.046,0.46,RL Too High,Tragic RL,0,0,2
